drug_ingredient,has_inn,brand,company,indication,flags,source_regions,latest_date,gap_code,gap_label,foreign_stages_json,taiwan_stages_json,gap_json,news_json,articles_json
Sintilimab,True,,,Treatment of non-squamous non-small cell lung cancer in adults,,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Sintilimab+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Sintilimab"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Sintilimab"", ""summary"": ""Treatment of non-squamous non-small cell lung cancer in adults"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006743""}}]"
Sonrotoclax,True,,,Treatment of adult patients with relapsed or refractory mantle cell lymphoma (MCL),臨床 三期,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床 三期 試驗"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Sonrotoclax+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Sonrotoclax"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Sonrotoclax"", ""summary"": ""Treatment of adult patients with relapsed or refractory mantle cell lymphoma (MCL)"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006770"", ""phase"": ""三期"", ""pubmed_p3_count"": 4, ""pubmed_top_id"": ""42385124""}}]"
Taletrectinib,True,,,Treatment of adults with ROS1 positive advanced non-small cell lung cancer,,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Taletrectinib+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Taletrectinib"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Taletrectinib"", ""summary"": ""Treatment of adults with ROS1 positive advanced non-small cell lung cancer"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006896""}}]"
Tanruprubart,True,,,Treatment of Guillain-Barré syndrome in adults and children,孤兒藥,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Tanruprubart+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""孤兒藥"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""孤兒藥""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Tanruprubart"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Tanruprubart"", ""summary"": ""Treatment of Guillain-Barré syndrome in adults and children"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": true, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006782""}}]"
Temozolomide,True,,,Treatment of adults with glioblastoma multiforme and children with malignant glioma,孤兒藥,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Temozolomide+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""孤兒藥"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""孤兒藥""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Temozolomide"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Temozolomide"", ""summary"": ""Treatment of adults with glioblastoma multiforme and children with malignant glioma"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": true, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006892""}}]"
Tofacitinib,True,,,"Treatment of rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis, and ulcerative colitis in adults, and juvenile idiopathic arthritis (JIA) in children from 2 years old",,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Tofacitinib+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Tofacitinib"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Tofacitinib"", ""summary"": ""Treatment of rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis, and ulcerative colitis in adults, and juvenile idiopathic arthritis (JIA) in children from 2 years old"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006698""}}]"
Tozorakimab,True,,,Treatment for chronic obstructive pulmonary disease (COPD) in adult patients,,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Tozorakimab+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Tozorakimab"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Tozorakimab"", ""summary"": ""Treatment for chronic obstructive pulmonary disease (COPD) in adult patients"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006606""}}]"
Vedolizumab,True,,,"Treatment of Ulcerative Colitis, Crohn’s Disease and pouchitis in adults",,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Vedolizumab+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Vedolizumab"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Vedolizumab"", ""summary"": ""Treatment of Ulcerative Colitis, Crohn’s Disease and pouchitis in adults"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006853""}}]"
Venglustat,True,,,Treatment of Type 3 Gaucher disease (GD3) in adults and children,孤兒藥,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Venglustat+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""孤兒藥"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""孤兒藥""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Venglustat"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Venglustat"", ""summary"": ""Treatment of Type 3 Gaucher disease (GD3) in adults and children"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": true, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006778""}}]"
Zamtocabtagene autoleucel,True,,,Treatment of adults with large B-cell lymphoma,孤兒藥 / PRIME,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Zamtocabtagene%20autoleucel+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""孤兒藥 / PRIME"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""孤兒藥 / PRIME""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Zamtocabtagene%20autoleucel"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Zamtocabtagene autoleucel"", ""summary"": ""Treatment of adults with large B-cell lymphoma"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": true, ""prime"": true, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/005495""}}]"
